TweetId	tweet	username	mentname	Date	Predom	Feeling	Behavior	Admiration	Admiration_Int	Anger	Anger_Int	Disgust	Disgust_Int	Fear	Fear_Int	Interest	Interest_Int	Joy	Joy_Int	Sadness	Sadness_Int	Surprise	Surprise_Int	group	party	Split	Specificity
1006573252796403712	Included in this package is my bipartisan legislation with @repdebdingell to get new, non-addictive pain medications to those in need.  	repfredupton	repdebdingell	2018-06-12	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	False	1.6666666666666667	False	2.0	False	2.0	False	2.0	0	R	train	3.187376
1006639578147639297	Proud to work with @repdebdingell to pass Jessie's Law today. The opioid crisis is devastating the dreams of a generation, and this is a meaningful step to help save lives in our communities.  	repwalberg	repdebdingell	2018-06-12	predom	warm	app	False	2.333333333333333	False	2.0	False	2.0	False	2.0	False	2.0	True	2.333333333333333	False	2.0	False	2.0	0	R	train	3.874592
1006672247032074242	.@repcummings and I called on AG Sessions to produce this report which included recommendations from federal investigators that 3 top executives be indicted on felony charges. Read more here:  	repdesaulnier	repcummings	2018-06-12	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	True	2.0	False	2.0	False	2.0	False	2.0	1	D	train	3.99439
1006965804162838528	Happy Birthday to my congressional colleague @eleanornorton! Enjoy your special day. ??  	repbeatty	eleanornorton	2018-06-13	predom	warm	neutral	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	True	2.6666666666666665	False	2.0	False	2.0	1	D	train	2.957237
1006988103393869824	After 17 years, it’s past time to do our constitutional duty by debating and voting on the costs and consequences of #endlesswar.  We owe it to our brave men & women in uniform. We can’t let @speakerryan succeed in silencing a war debate that Congress should have held years ago.	repbarbaralee	speakerryan	2018-06-13	predom	cold	disapp	False	2.0	True	2.6666666666666665	True	2.6666666666666665	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	0	D	train	3.388211
1007001852540571649	Looking forward to having @stevescalise back on the field for tomorrow's #CongressionalBaseballGame. This event is a time for Congress to set aside political differences & celebrate America’s favorite pastime in honor of local charities like the US Capitol Police Memorial Fund!  	repdavidrouzer	stevescalise	2018-06-13	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	True	2.333333333333333	False	2.0	False	2.0	1	R	test	4.605911
1007006489389813760	@openletterbot I agree that this is disgusting & must end. RM @repcummings & I are demanding an immediate Oversight Cmte hearing(  and I am supporting a call for any federal funding to not be used by DHS to enforce these cruel policies.	repmaloney	repcummings	2018-06-13	predom	warm	app	False	2.0	False	2.0	False	2.333333333333333	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	1	D	train	3.771385
1007292187112083456	A decade has passed, but our friendship is the same. Proud to work with @repbeatty to #ReviveCivility. #tbt   Read more about our efforts here:    	repstevestivers	repbeatty	2018-06-14	predom	warm	app	True	2.6666666666666665	False	2.0	False	2.0	False	2.0	False	2.0	True	2.333333333333333	False	2.0	False	2.0	0	R	train	3.284644
1007332953276469249	American businesses understand there are ways we can create jobs and fight climate change — the two aren't mutually exclusive. Check out my bill with @senjohnkennedy that would reduce pollution while simultaneously bolstering economic growth:    	senatorcarper	senjohnkennedy	2018-06-14	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	1.6666666666666667	False	2.0	False	2.0	0	D	train	4.021285
1007345095153250304	Today, I introduced the Safe Home Act w\/ @reptommarino to make it clear that child welfare authorities can investigate cases of “rehoming”.      	jimlangevin	reptommarino	2018-06-14	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	1.6666666666666667	False	2.0	False	2.0	0	D	dev	3.640366
1008378989801549825	It’s deeply troubling to see @gopleader leader pandering to the President and spreading a misleading smear against the Department of Justice. They claim to be the party of “law and order”- but not for their own President.  	replowenthal	gopleader	2018-06-17	predom	cold	disapp	False	2.0	True	2.333333333333333	True	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	0	D	train	4.060211
1008767801631428608	I am supporting legislation led by @repjerrynadler to #KeepFamiliesTogether  	repbrianhiggins	repjerrynadler	2018-06-18	predom	warm	app	False	2.333333333333333	False	2.0	False	2.0	False	2.0	True	2.0	False	1.6666666666666667	False	2.0	False	2.0	1	D	train	2.96405
1009171791502348293	.@SenateMajLdr, that’s wonderful news! When can we expect you and your fellow Republicans to join all 49 Dem Senators in supporting @senfeinstein’s bill to fix this? And assume you’ll be calling that up for a vote this week?  	sentinasmith	senfeinstein	2018-06-19	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	True	2.0	False	2.0	False	2.0	False	2.0	1	D	train	3.692007
1009474590685519874	Rep Cicilline and @repdrewferguson introduced Protecting JOBs Act today. This prevents states from suspending, revoking or denying state professional, teaching or driver’s licenses because borrowers fall into delinquent or default status on their federal student loan payments.	repcicilline	repdrewferguson	2018-06-20	predom	dunno	app	False	2.0	False	2.0	False	2.0	False	2.0	True	2.333333333333333	False	2.0	False	2.0	False	2.0	0	D	train	4.550356
1009546883998650368	At today's Senate Rules Committee hearing on election security, Sen. Klobuchar, Ranking Member of the Committee, urged Senate passage of her bipartisan Secure Elections Act with @senatorlankford. Watch here:  	senamyklobuchar	senatorlankford	2018-06-20	predom	neutral	dunno	False	2.0	False	2.0	False	2.0	False	2.0	True	2.333333333333333	False	2.0	False	2.0	False	2.0	0	D	train	4.255787
1010230776418521088	The House passed H.R. 6 today, a bipartisan step in the right direction as we battle our nation's opioid crisis. Earlier this week our bill introduced w\/@repjasonsmith, the PRO Act, also passed. This progress is encouraging, but we can't let up the fight against opioid addiction	repbrianhiggins	repjasonsmith	2018-06-22	predom	warm	app	False	2.0	False	2.333333333333333	False	2.333333333333333	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	0	D	train	3.817298
1010240133235445761	Tune in now to watch my live remarks at today's press conference with @johncornyn. Watch here -->  	sentedcruz	johncornyn	2018-06-22	predom	neutral	neutral	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	1.6666666666666667	False	2.0	False	2.0	1	R	train	3.28373
1010270358283472899	.@reppeterdefazio and I have called on Secretary Nielsen to provide details about the transportation of separated children and how DHS plans to reunite families.  	repricklarsen	reppeterdefazio	2018-06-22	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	False	1.6666666666666667	False	2.0	False	2.0	False	2.0	1	D	train	3.997838
1010284012173053952	Those Republicans who wanted to help #DREAMers got played by their leadership. They gave up their leverage on the same promise that they would finally get a vote that @speakerryan has been breaking for a year.	repscottpeters	speakerryan	2018-06-22	predom	cold	disapp	False	2.0	True	2.333333333333333	True	2.333333333333333	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	0	D	train	3.49953
1011642241146761216	Recently introduced legislation w\/ @RepRatcliffe & @reprokhanna to modernize the way the federal government delivers services online, increase efficiency & reduce costs. See more here:  	senrobportman	reprokhanna	2018-06-26	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	False	1.6666666666666667	False	2.0	False	2.0	False	2.0	0	R	train	3.775091
1011758280388038656	Too few members of Congress have the courage to speak their mind like @repmaxinewaters. She's unafraid to challenge White House policies that hurt people & dishonor our values. History will judge us on our silence. Silence is complicity. I applaud & #StandWithMaxine @OfficialCBC	repwilson	repmaxinewaters	2018-06-26	predom	warm	app	True	2.6666666666666665	False	2.0	False	2.0	False	2.0	False	2.333333333333333	False	2.0	False	2.0	False	2.0	1	D	train	4.124328
1011980184180936705	@RepBonnie Too few members of Congress have the courage to speak their mind like @repmaxinewaters. History will judge us on our silence. Silence is complicity. I applaud and #StandWithMaxine  @OfficialCBC	repwilson	repmaxinewaters	2018-06-27	predom	warm	app	True	2.6666666666666665	False	2.0	False	2.0	False	2.0	False	2.333333333333333	False	2.0	False	2.0	False	2.0	1	D	train	3.734788
1011980305975083008	@RepAlGreen Too few members of Congress have the courage to speak their mind like @repmaxinewaters. History will judge us on our silence. Silence is complicity. I applaud and #StandWithMaxine  @OfficialCBC	repwilson	repmaxinewaters	2018-06-27	predom	warm	app	True	2.6666666666666665	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	1	D	test	3.799288
1011980433679175680	@RepBRochester Too few members of Congress have the courage to speak their mind like @repmaxinewaters. History will judge us on our silence. Silence is complicity. I applaud and #StandWithMaxine  @OfficialCBC	repwilson	repmaxinewaters	2018-06-27	predom	warm	app	True	2.6666666666666665	False	2.0	False	2.0	False	2.0	False	2.333333333333333	False	2.333333333333333	False	2.0	False	2.0	1	D	train	3.820434
1011981854088613888	@RepBrendanBoyle Too few members of Congress have the courage to speak their mind like @repmaxinewaters. History will judge us on our silence. Silence is complicity. I applaud and #StandWithMaxine  @OfficialCBC	repwilson	repmaxinewaters	2018-06-27	predom	warm	app	True	3.0	False	2.0	False	2.0	False	2.0	False	2.333333333333333	False	2.0	False	2.0	False	2.0	1	D	train	3.887363
1012414076855599106	Congress has a responsibility to invest in schools so children can focus on learning instead of worrying about whether their school will be next tragedy. @susanwbrooks & I formed the School Safety Caucus to provide a forum for Congress to discuss security & safety measures.  	repricklarsen	susanwbrooks	2018-06-28	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	1.6666666666666667	False	2.0	False	2.0	0	D	test	4.094786
1012427401576501250	Had a great time with my friend @gopleader discussing the future of our nation with our interns. Happy to have a discussion with intelligent young men and women who will play a significant role in shaping America.  	senatortimscott	gopleader	2018-06-28	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	True	2.6666666666666665	False	2.0	False	2.0	1	R	train	4.06921
1012780296935297025	Cleared another hurdle toward modernizing the Soo Locks, which is a critical transport link for America's steel industry.   Will continue to fight to expedite construction alongside @senstabenow!  	repmarcykaptur	senstabenow	2018-06-29	predom	warm	app	True	1.6666666666666667	False	2.0	False	2.0	False	2.0	False	1.6666666666666667	False	2.0	False	2.0	False	2.0	1	D	train	4.037272
1013783615010897920	Thank you for coming to the office last week. It was wonderful to meet Claire and to share a few moments with your team and @repdebdingell.  	repmoolenaar	repdebdingell	2018-07-02	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	True	2.0	False	2.0	False	2.0	0	R	train	3.345834
1014544641042059264	I joined @lindseygrahamsc in Iraq for a tour of Mosul. The city was controlled by ISIS until a year ago, when Iraqi Security Forces liberated it with US support. Much of the city is still in ruins, but the Iraqis are working hard to rebuild.  	senwarren	lindseygrahamsc	2018-07-04	predom	neutral	app	False	2.0	False	2.0	False	2.0	False	2.0	True	1.6666666666666667	False	2.0	False	2.0	False	2.0	0	D	train	3.88197
1016423523756204032	With far too many parents struggling with addiction, grandparents are increasingly coming to the rescue & assuming a parental role. @senbobcasey & I are delighted to announce that our bill to assist these “grandfamilies” has been signed into law.  	senatorcollins	senbobcasey	2018-07-09	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	True	2.0	False	2.0	False	2.0	0	R	dev	3.960964
1016750323627712512	Today I introduced a resolution with @senatormenendez and other #Senate colleagues condemning #Russia’s ongoing illegal occupation of #Crimea. The United States continues to stand with the #Ukraine against #Russian aggression.  	senrobportman	senatormenendez	2018-07-10	predom	warm	app	False	2.333333333333333	False	2.0	False	2.0	False	2.0	False	1.6666666666666667	False	2.0	False	2.0	False	2.0	0	R	test	4.176066
1016788023076376576	Thanks for inviting me to join you, @sengarypeters! It was a real honor to meet Thomas. The Senate would be lucky to have him!  	sencapito	sengarypeters	2018-07-10	predom	warm	app	False	2.333333333333333	False	2.0	False	2.0	False	2.0	False	2.333333333333333	True	2.333333333333333	False	2.0	False	2.0	0	R	train	3.282017
1017115742322544641	Today the US Senate voted 88-11 in overwhelming bipartisan support of test vote on bipartisan bill I intro’d w\/ @senbobcorker to ensure Congress has key oversight role if President imposes tariffs under claim of natl security reasons. Next step is for Senate to vote on full bill.  	senatorheitkamp	senbobcorker	2018-07-11	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	1.6666666666666667	False	2.0	False	2.0	0	D	train	4.097734
1017142148523753472	The Dignity For Detained Immigrants Act that I introduced with @repjayapal would do just that – ensure the use of alternatives to detention and end the use of private prisons in immigration detention.	repadamsmith	repjayapal	2018-07-11	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	1.6666666666666667	False	2.0	False	2.0	1	D	test	3.773227
1017430503086088193	Discussing a bipartisan bill I introduced w\/@senatortester to award the Hello Girls w\/the Congressional Gold Medal for their service during WWI. Among the first female vets, they were bilingual & more efficient at connecting calls w\/our forces on the front lines than enlisted men  	sendeanheller	senatortester	2018-07-12	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	0	R	train	4.333782
1017822260894294016	While Republicans try to gut healthcare protections, @senstabenow & I are fighting for the Quality Care for Moms and Babies Act of 2018, which brings higher standards to Medicaid and the Children’s Health Insurance Program. That's what the NJ moms I met today deserve.  	senatormenendez	senstabenow	2018-07-13	predom	warm	app	True	1.6666666666666667	False	2.0	False	1.6666666666666667	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	1	D	train	3.869651
1018194800984588291	3 years ago President Obama approved the JCPOA, an agreement to prevent Iran from getting nuclear weapons.  It took hard work and careful diplomacy, neither of which Trump values.  Which is why, as @timkaine writes, we must be wary of Trump’s increasingly pro-war Iran stance.  	repdonbeyer	timkaine	2018-07-14	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	True	2.0	False	2.0	False	2.0	False	2.0	1	D	train	4.014391
1018869205259751424	Thank you again Senator @johnboozman for leading the SRF WIN Act. It will help provide competitive water infrastructure financing for smaller cities and communities in Rhode Island. I’m proud to be a cosponsor.  	senwhitehouse	johnboozman	2018-07-16	predom	warm	app	True	2.0	False	2.0	False	2.0	False	2.0	False	2.333333333333333	True	2.0	False	2.0	False	2.0	0	D	train	4.160536
1019350300694581250	I urge Chairman @chuckgrassley to make good on his commitments & hold such hearings immediately, as I & others have repeatedly requested.	senblumenthal	chuckgrassley	2018-07-17	predom	cold	disapp	False	2.0	True	1.6666666666666667	True	1.6666666666666667	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	0	D	train	3.31368
1019591513616076800	I'm proud to support @reptomgraves Financial Services Appropriations Bill and I urge its swift passage in the House.  	repbradwenstrup	reptomgraves	2018-07-18	predom	warm	app	False	2.333333333333333	False	2.0	False	2.0	False	2.0	False	2.0	True	2.333333333333333	False	2.0	False	2.0	1	R	train	3.747025
1019703777610387457	Looking forward to working w\/ Chairman @conawaytx11 and our conferees to get the best Farm Bill possible for our farmers, ranchers and foresters. #LA05	repabraham	conawaytx11	2018-07-18	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	True	2.333333333333333	False	2.0	False	2.0	1	R	train	3.970707
1019721603456913408	It’s time to change the way we do politics & restore people’s confidence in our great American democracy. That’s why I introduced the Go to Washington Go to Work Act with @repgallagher, banning federal officials & candidates from campaign fundraising while Congress is in session.  	usrepricknolan	repgallagher	2018-07-18	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	0	D	train	3.965945
1019982999348228098	Glad to work with @repdankildee on a bipartisan amendment to protect the Great Lakes from invasive species like grass carp.    	repwalberg	repdankildee	2018-07-19	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	True	1.6666666666666667	False	2.0	False	2.0	0	R	train	3.620154
1020363675562053639	Happy to welcome to RI @lisamurkowski, my fellow cofounder of the bipartisan Senate Oceans Caucus. #EEODayRI  	senwhitehouse	lisamurkowski	2018-07-20	predom	warm	app	True	2.333333333333333	False	2.0	False	2.0	False	2.0	False	2.0	True	2.0	False	2.0	False	2.0	0	D	train	3.564097
1021470756981665792	Looking forward to voting on @repchrisstewart's National Suicide Hotline Improvement Act. It's heartening to see many Democrats join me in cosponsoring this bipartisan bill. We must reduce stigma around metal illness & strengthen the resources for the millions who experience it.	repanthonybrown	repchrisstewart	2018-07-23	predom	warm	app	False	2.333333333333333	False	2.0	False	2.0	False	2.0	True	2.333333333333333	True	2.333333333333333	False	2.0	False	2.0	0	D	train	3.967503
1021500162500382723	ICYMI: @repderekkilmer and I introduced the Broadband for All Act to help get families, students, and businesses in our rural communities connected. Read more:  	repstefanik	repderekkilmer	2018-07-23	predom	warm	app	False	1.6666666666666667	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	0	R	train	3.736862
1021832734719844352	Today, the House is voting on our bill with @repjackbergman, the Reserve Component Vocational Rehabilitation Parity Act. Our bill would extend full job training and education counseling to guardsmen and reservists. Watch to learn more ↓  	repscottpeters	repjackbergman	2018-07-24	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	True	1.6666666666666667	False	2.0	False	2.0	False	2.0	0	D	train	4.510471
1022246908402782209	But after Senate Democrats raised concerns about the House bill, @royblunt and I drafted this targeted solution to help give the food industry the certainty and flexibility it needs to implement the rule.	senalexander	royblunt	2018-07-25	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	1	R	train	4.117949
1022471705757995009	I am proud that the bipartisan CTE bill passed by the House and Senate includes the amendment I worked on with @repstefanik to integrate art and design skills into CTE #STEM programs.  	repbonamici	repstefanik	2018-07-26	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	0	D	train	4.283788
1023333182106689536	Here’s my statement regarding the refusal by @senjudiciary Chairman @chuckgrassley to request critical documents related to Supreme Court nominee #BrettKavanaugh’s work as a senior advisor to President George W. Bush⬇️  	senwhitehouse	chuckgrassley	2018-07-28	predom	neutral	neutral	False	2.0	True	2.6666666666666665	True	2.6666666666666665	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	0	D	train	4.368582
1024310442842308608	BREAKING: I just joined with @senfeinstein & all Judiciary Dems to request ALL of Judge Kavanaugh’s White House records. This request MIRRORS the bipartisan request I sent, as chairman of the Judiciary Committee, with then-Sen. Sessions for all of Justice Kagan’s WH records.  	senatorleahy	senfeinstein	2018-07-31	predom	warm	app	False	2.333333333333333	False	2.0	False	2.0	False	2.0	True	2.333333333333333	False	2.0	False	2.0	False	2.0	1	D	train	3.841806
1024439542793814016	See that blur? That’s Sherrod rounding the bases in an early home run in the annual softball game against @senrobportman’s office.  	sensherrodbrown	senrobportman	2018-07-31	predom	warm	neutral	False	2.0	False	2.0	False	2.0	False	2.0	False	1.6666666666666667	True	2.0	False	2.0	False	2.0	0	D	train	3.579865
1024786586637148160	The companion to Joe and @senorrinhatch’s bipartisan 'National Suicide Hotline Improvement Act' passed the Senate today and now heads to the president’s desk to be signed into law.  	sendonnelly	senorrinhatch	2018-08-01	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	True	2.333333333333333	False	2.0	False	2.0	False	2.0	0	D	train	4.260116
1025094328094531592	As someone who fought to defend this nation, I’ve seen the price we pay for our dangerous dependence on foreign oil. We must encourage American-made renewable fuel, which is why I joined @SenKamalaHarris & @senfeinstein in intro-ing a resolution backing current emission standards	senduckworth	senfeinstein	2018-08-02	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	1.6666666666666667	False	2.0	False	2.0	1	D	train	3.820226
1026468183652196353	I stood with @repbrianfitz, widow Ellen Saracini, and North Jersey police officers, firefighters, local elected officials, pilots, and flight attendants to call on Congress to pass HR 911, the Saracini Aviation Safety Act of 2017.  	repjoshg	repbrianfitz	2018-08-06	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	True	2.0	False	2.0	False	2.0	False	2.0	0	D	test	4.44291
1027195864467599360	My commonsense, bipartisan legislation with @repbrianfitz will help eliminate this known vulnerability by requiring secondary flight deck barriers that will help protect American pilots, flight attendants, passengers, and the public from another tragedy like 9\/11.	repjoshg	repbrianfitz	2018-08-08	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	False	1.6666666666666667	False	2.0	False	2.0	False	2.0	0	D	train	4.438158
1027555347270119424	Working together is the only way to beat the opioid epidemic once & for all. Thank you the Sussex County doctors, first responders, community leaders, and local elected officials who joined me & @repbrianfitz at Newton Medical Center to share best practices & discuss solutions.  	repjoshg	repbrianfitz	2018-08-09	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	0	D	train	4.231121
1027942823235080192	??REMINDER?? 88 days before the midterms, & #DefCon organizers prove it’s still open season for hackers\/foreign interference. @LindseyGrahmSC, @senwhitehouse, & I have legislation to secure the voting infrastructure our democracy relies on. What are my colleagues waiting for?	senblumenthal	senwhitehouse	2018-08-10	predom	warm	app	False	2.0	False	2.0	False	1.6666666666666667	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	1	D	train	3.614345
1029064289473024001	Just introduced bipartisan legislation with @repronkind to correct an outdated requirement in the tax code and ensure veterans' service organizations are able to welcome all veterans, while maintaining their access to tax-deductible donations. Read more:  	repbradwenstrup	repronkind	2018-08-13	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	0	R	test	4.210392
1029823174022705152	Love and appreciation for my colleague and cousin on her birthday, the unstoppable @repmaxinewaters a #STL original and a great American!	lacyclaymo1	repmaxinewaters	2018-08-15	predom	warm	app	True	3.0	False	2.0	False	2.0	False	2.0	False	2.0	True	2.6666666666666665	False	2.0	False	2.0	1	D	train	3.527956
1030191720879804416	With the 2020 Census fast approaching, I joined @SenKamalaHarris and @senatorcarper in introducing legislation to ensure the approximately 10 million Americans who identify as LGBTQ are properly counted and represented in Census data collection efforts.	senduckworth	senatorcarper	2018-08-16	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	1.6666666666666667	False	2.0	False	2.0	1	D	dev	4.325275
1030455959653687297	"NEW on today's podcast: I got ""sassy w\/ @repthomasmassie"" as we talked about his criteria for voting on legislation we consider. This was a great insight into the workings of Congress; you are not going to want to miss out on hearing our conversation.    "	repandybiggsaz	repthomasmassie	2018-08-17	predom	dunno	dunno	False	2.0	False	2.0	False	2.0	False	2.0	True	2.0	False	2.0	False	2.0	False	2.0	1	R	train	3.531643
1031634800967266305	Thanks, @repblumenauer for joining me in demanding #PaperBallotsNOW. #PAVEAct	ronwyden	repblumenauer	2018-08-20	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	False	1.6666666666666667	True	2.0	False	2.0	False	2.0	1	D	test	2.908854
1033016720540295168	Continuing to keep @senjohnmccain and his family in our prayers.	senatorrounds	senjohnmccain	2018-08-24	predom	warm	app	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	True	2.333333333333333	False	2.0	1	R	train	2.584423
1033103511578443776	Sen McCain has lived a life of service to his country and has always shown great courage. My thoughts and prayers are with @senjohnmccain and his loved ones during this difficult time.	repsheaporter	senjohnmccain	2018-08-24	predom	warm	app	True	2.6666666666666665	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.333333333333333	False	2.0	0	D	train	3.851291
1033512991533223936	I am stunned at this loss for our nation, and my thoughts are with @senjohnmccain and his family. I am eternally grateful for his service and sacrifice. I’ll also treasure the memory of the Senator and I talking in Vietnam about our experiences - and how special America truly is.	repstephmurphy	senjohnmccain	2018-08-25	predom	warm	app	True	2.6666666666666665	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	True	2.333333333333333	False	2.333333333333333	0	D	train	3.867251
1033514401473519616	Rest In Peace, @senjohnmccain. Thank you for serving our country with dignity and honor, as a Navy Pilot, a POW, elected official and a presidential candidate. You were a patriot and a true American hero. My deepest condolences and prayers to his family and loved ones.	repkihuen	senjohnmccain	2018-08-25	predom	warm	app	True	3.0	False	2.0	False	2.0	False	2.0	False	2.0	False	2.0	True	2.333333333333333	False	2.0	0	D	dev	4.142287
